id,name,gender,category,country,era,role,faceShape,deskripsi_fisik,keywords_tags,eyeRatio,jaw,gonionRatio,chinRatio,noseRatio,lipRatio,browArch,foreheadRatio,smile,comment,traits,ciri_khusus,local_photo
celeb_0167,Leonardo DiCaprio,Laki-laki,Aktor & Tokoh Film,AS 🇺🇸,Modern (1974-sekarang),Aktor Peraih Oscar & Aktivis Iklim,Square / Angular,"Merepresentasikan figur Aktor Peraih Oscar & Aktivis Iklim, Leonardo DiCaprio memiliki proporsi wajah Square / Angular yang harmonis. Karakteristik utamanya terpancar dari sorot mata biru ekspresif berpadu dengan dahi intelektual, menyatu dengan garis dahi. Struktur hidung terlihat hidung mancung lurus klasik dengan garis tulang hidung tegas, berdampingan dengan bibir proporsional simetris dengan senyuman simpul hangat bersahaja yang bersahabat. Kontur rahang diperkuat oleh garis rahang maskulin kokoh dan disempurnakan oleh gaya rambut rapi teratur berkarakter maskulin klasik, mencerminkan identitas visual yang khas (Proporsi simetri wajah yang seimbang).","aktivis, aktor, aktor_tokoh_film, asal_as, bibir_proporsional, dahi_intelektual, dicaprio, garis_rahang_maskulin_kokoh, hidung_lurus_klasik, hidung_mancung, iklim, laki_laki, leonardo, leonardo_dicaprio, oscar, peraih, pria, proporsi_simetri_wajah_yang_seimbang, rambut_rapi_klasik, senyum_hangat, senyum_simpul, sorot_mata_biru_ekspresif, wajah_square_angular",0.379,0.713,0.856,0.716,0.275,0.316,0.09,0.337,0.643,Kemampuan akting dramatis kelas atas dengan tatapan penuh intensitas!,Sorot mata biru ekspresif; Garis rahang maskulin kokoh; Dahi intelektual,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/leonardo_dicaprio.jpg
celeb_0168,Brad Pitt,Laki-laki,Aktor & Tokoh Film,AS 🇺🇸,Modern (1963-sekarang),Megabintang Hollywood & Peraih Oscar,Square / Angular,"Dengan arsitektur wajah Square / Angular, Brad Pitt mengekspresikan aura Megabintang Hollywood & Peraih Oscar. Visual wajah menampilkan sorot mata menawan serta alis lurus mendatar (straight-brow) tegas maskulin. Keseimbangan fitur wajah terlihat dari hidung mancung lurus klasik dengan garis tulang hidung tegas dan bentuk senyum santai karismatik. Siluet wajah dibingkai oleh garis rahang chiseled sempurna dengan tatanan gaya rambut rapi teratur berkarakter maskulin klasik, memberikan kesan autentik didukung oleh Proporsi simetri wajah yang seimbang.","aktor_tokoh_film, alis_lurus, alis_tegas, asal_as, brad, brad_pitt, garis_rahang_chiseled_sempurna, hidung_lurus_klasik, hidung_mancung, hollywood, laki_laki, megabintang, oscar, peraih, pitt, pria, proporsi_simetri_wajah_yang_seimbang, rambut_rapi_klasik, senyum_santai_karismatik, sorot_mata_menawan, wajah_square_angular",0.362,0.684,0.845,0.713,0.291,0.286,0.081,0.314,0.667,Proporsi wajah golden ratio yang sangat fotogenik dan aura pesona alami!,Garis rahang chiseled sempurna; Senyum santai karismatik; Sorot mata menawan,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/brad_pitt.jpg
celeb_0169,Tom Cruise,Laki-laki,Aktor & Tokoh Film,AS 🇺🇸,Modern (1962-sekarang),Raja Aksi Laga & Produser Legendaris,Square / Angular,"Karakteristik visual Tom Cruise (Raja Aksi Laga & Produser Legendaris) ditandai oleh geometri wajah Square / Angular. Penampilan diperkuat oleh sorot mata determinasi tinggi yang dipadukan dengan alis lurus mendatar (straight-brow) tegas maskulin. Di bagian tengah wajah, terdapat hidung mancung lurus klasik dengan garis tulang hidung tegas yang selaras dengan senyum sejuta megawatt. Bagian bawah wajah menonjolkan garis rahang tegas fotogenik, dilengkapi oleh gaya rambut rapi teratur berkarakter maskulin klasik, serta diperkaya oleh sentuhan Proporsi simetri wajah yang seimbang.","aksi, aktor_tokoh_film, alis_lurus, alis_tegas, asal_as, cruise, garis_rahang_tegas_fotogenik, hidung_lurus_klasik, hidung_mancung, laga, laki_laki, legendaris, pria, produser, proporsi_simetri_wajah_yang_seimbang, raja, rambut_rapi_klasik, senyum_sejuta_megawatt, sorot_mata_determinasi_tinggi, tom, tom_cruise, wajah_square_angular",0.383,0.689,0.856,0.74,0.283,0.297,0.082,0.319,0.84,"Energi tanpa lelah, dedikasi aksi laga nyata, dan senyum memikat kamera!",Senyum sejuta megawatt; Sorot mata determinasi tinggi; Garis rahang tegas fotogenik,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/tom_cruise.jpg
celeb_0170,Cillian Murphy,Laki-laki,Aktor & Tokoh Film,Irlandia 🇮🇪,Modern (1976-sekarang),"Aktor Peraih Oscar (Oppenheimer, Peaky Blinders)",Diamond / Chiseled,"Menampilkan pesona autentik Cillian Murphy (Aktor Peraih Oscar (Oppenheimer, Peaky Blinders)) dengan arsitektur wajah Diamond / Chiseled yang harmonis. Fokus pandangan ditandai oleh sorot mata biru transparan menusuk, diselaraskan oleh alis tebal natural berkarakter maskulin dengan proporsi simetris. Pada area midface, tampak hidung proporsional natural seimbang selaras dengan lebar cuping ideal, berpadu serasi dengan bibir penuh berkarakter. Garis bawah wajah dipertegas oleh tulang pipi tinggi terpahat, disempurnakan oleh gaya rambut rapi teratur berkarakter maskulin klasik dengan ciri khas Proporsi simetri wajah yang seimbang.","aktor, aktor_tokoh_film, alis_maskulin, alis_natural, alis_tebal, asal_irlandia, bibir_penuh_berkarakter, blinders, cillian, cillian_murphy, hidung_natural, hidung_proporsional, laki_laki, murphy, oppenheimer, oscar, peaky, peraih, pria, proporsi_simetri_wajah_yang_seimbang, rambut_rapi_klasik, sorot_mata_biru_transparan_menusuk, tulang_pipi_tinggi_terpahat, wajah_diamond_chiseled",0.395,0.594,0.721,0.59,0.272,0.308,0.098,0.307,0.429,Intensitas tatapan mata yang menghipnotis layar dan penghayatan peran total!,Tulang pipi tinggi terpahat; Sorot mata biru transparan menusuk; Bibir penuh berkarakter,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/cillian_murphy.jpg
celeb_0171,Robert Downey Jr,Laki-laki,Aktor & Tokoh Film,AS 🇺🇸,Modern (1965-sekarang),"Aktor Peraih Oscar (Iron Man, Oppenheimer)",Oval,"Robert Downey Jr (Aktor Peraih Oscar (Iron Man, Oppenheimer)) menampilkan profil visual berkarakter dengan struktur wajah Oval. Fokus pandangan ditandai oleh sorot mata cerdas jenaka, diselaraskan oleh alis tebal natural berkarakter maskulin dengan proporsi simetris. Pada area midface, tampak hidung mancung lurus klasik dengan garis tulang hidung tegas, berpadu serasi dengan senyum percaya diri karismatik. Garis bawah wajah dipertegas oleh dagu persegi kokoh dengan rahang menyudut tegas maskulin, disempurnakan oleh jenggot anchor ikonik. Ciri khas yang paling menonjol pada penampilannya meliputi Jenggot anchor ikonik.","aktor, aktor_tokoh_film, alis_maskulin, alis_natural, alis_tebal, asal_as, dagu_persegi, downey, hidung_lurus_klasik, hidung_mancung, iron, jenggot_anchor_ikonik, laki_laki, man, oppenheimer, oscar, peraih, pria, rahang_kokoh, rahang_menyudut, robert, robert_downey_jr, senyum_percaya_diri_karismatik, sorot_mata_cerdas_jenaka, wajah_oval",0.374,0.552,0.755,0.644,0.276,0.332,0.107,0.307,0.684,"Karisma flamboyan cerdas, refleks humor cepat, dan daya pikat tak tertandingi!",Jenggot anchor ikonik; Sorot mata cerdas jenaka; Senyum percaya diri karismatik,Jenggot anchor ikonik,/assets/celebs_cache/robert_downey_jr.jpg
celeb_0172,Chris Evans,Laki-laki,Aktor & Tokoh Film,AS 🇺🇸,Modern (1981-sekarang),Aktor Karismatik (Captain America),Square / Angular,"Merepresentasikan figur Aktor Karismatik (Captain America), Chris Evans memiliki proporsi wajah Square / Angular yang harmonis. Karakteristik utamanya terpancar dari sorot mata tulus bersahabat berpadu dengan alis tebal natural berkarakter maskulin dengan proporsi simetris. Struktur hidung terlihat hidung mancung lurus klasik dengan garis tulang hidung tegas, berdampingan dengan senyum ramah hangat. Kontur rahang diperkuat oleh rahang kokoh ksatria dan disempurnakan oleh gaya rambut rapi teratur berkarakter maskulin klasik, mencerminkan identitas visual yang khas (Proporsi simetri wajah yang seimbang).","aktor, aktor_tokoh_film, alis_maskulin, alis_natural, alis_tebal, america, asal_as, captain, chris, chris_evans, evans, hidung_lurus_klasik, hidung_mancung, karismatik, laki_laki, pria, proporsi_simetri_wajah_yang_seimbang, rahang_kokoh_ksatria, rambut_rapi_klasik, senyum_hangat, senyum_ramah_hangat, sorot_mata_tulus_bersahabat, wajah_square_angular",0.37,0.69,0.849,0.736,0.263,0.298,0.097,0.331,0.834,"Vibes kepemimpinan jujur, proporsi wajah simetris, dan senyum menenangkan!",Rahang kokoh ksatria; Senyum ramah hangat; Sorot mata tulus bersahabat,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/chris_evans.jpg
celeb_0173,Chris Hemsworth,Laki-laki,Aktor & Tokoh Film,Australia 🇦🇺,Modern (1983-sekarang),Aktor Superhero (Thor),Square / Angular,"Dengan arsitektur wajah Square / Angular, Chris Hemsworth mengekspresikan aura Aktor Superhero (Thor). Visual wajah menampilkan mata biru berbinar serta alis lurus mendatar (straight-brow) tegas maskulin. Keseimbangan fitur wajah terlihat dari hidung proporsional natural seimbang selaras dengan lebar cuping ideal dan bentuk senyum ramah maskulin. Siluet wajah dibingkai oleh rahang kokoh dewa petir dengan tatanan gaya rambut rapi teratur berkarakter maskulin klasik, memberikan kesan autentik didukung oleh Proporsi simetri wajah yang seimbang.","aktor, aktor_tokoh_film, alis_lurus, alis_tegas, asal_australia, chris, chris_hemsworth, hemsworth, hidung_natural, hidung_proporsional, laki_laki, mata_biru_berbinar, pria, proporsi_simetri_wajah_yang_seimbang, rahang_kokoh_dewa_petir, rambut_rapi_klasik, senyum_ramah_maskulin, superhero, thor, wajah_square_angular",0.375,0.709,0.835,0.773,0.265,0.274,0.074,0.327,0.704,Fisik atletis perkasa berpadu dengan humor ramah santai khas Australia!,Mata biru berbinar; Senyum ramah maskulin; Rahang kokoh dewa petir,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/chris_hemsworth.jpg
celeb_0174,Ryan Gosling,Laki-laki,Aktor & Tokoh Film,Kanada 🇨🇦,Modern (1980-sekarang),"Aktor Karismatik (La La Land, Drive, Barbie)",Oblong / Regal,"Karakteristik visual Ryan Gosling (Aktor Karismatik (La La Land, Drive, Barbie)) ditandai oleh geometri wajah Oblong / Regal. Penampilan diperkuat oleh sorot mata melankolis tenang yang dipadukan dengan alis lurus mendatar (straight-brow) tegas maskulin. Di bagian tengah wajah, terdapat hidung mancung tegas dengan batang hidung tinggi berwibawa yang selaras dengan senyum separuh misterius. Bagian bawah wajah menonjolkan proporsi wajah simetris, dilengkapi oleh gaya rambut rapi teratur berkarakter maskulin klasik, serta diperkaya oleh sentuhan Proporsi simetri wajah yang seimbang.","aktor, aktor_tokoh_film, alis_lurus, alis_tegas, asal_kanada, barbie, drive, gosling, hidung_batang_tinggi, hidung_mancung, hidung_tegas, karismatik, laki_laki, land, pria, proporsi_simetri_wajah_yang_seimbang, proporsi_wajah_simetris, rambut_rapi_klasik, ryan, ryan_gosling, senyum_separuh_misterius, sorot_mata_melankolis_tenang, wajah_oblong_regal",0.352,0.544,0.706,0.652,0.304,0.277,0.079,0.34,0.635,"Pesona cool santai, pembawaan elegan, dan aura magnetis di depan kamera!",Senyum separuh misterius; Sorot mata melankolis tenang; Proporsi wajah simetris,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/ryan_gosling.jpg
celeb_0175,Timothée Chalamet,Laki-laki,Aktor & Tokoh Film,AS/Prancis 🇺🇸🇫🇷,Modern (1995-sekarang),"Bintang Muda Era Baru (Dune, Wonka)",Heart / V-Shape,"Menampilkan pesona autentik Timothée Chalamet (Bintang Muda Era Baru (Dune, Wonka)) dengan arsitektur wajah Heart / V-Shape yang harmonis. Fokus pandangan ditandai oleh sorot mata puitis romantis, diselaraskan oleh alis tebal natural berkarakter maskulin dengan proporsi simetris. Pada area midface, tampak hidung mancung lurus klasik dengan garis tulang hidung tegas, berpadu serasi dengan bibir penuh bervolume sehat dengan senyuman simpul hangat bersahaja yang bersahabat. Garis bawah wajah dipertegas oleh rahang tirus terpahat tajam, disempurnakan oleh rambut ikal ikonis dengan ciri khas Rambut ikal ikonis.","aktor_tokoh_film, alis_maskulin, alis_natural, alis_tebal, asal_as, baru, bibir_penuh, bintang, chalamet, dune, hidung_lurus_klasik, hidung_mancung, laki_laki, muda, pria, rahang_tirus_terpahat_tajam, rambut_ikal_ikonis, senyum_hangat, senyum_simpul, sorot_mata_puitis_romantis, timothee, timothee_chalamet, wajah_heart_v_shape, wonka",0.383,0.497,0.676,0.594,0.269,0.381,0.103,0.321,0.595,"Fitur wajah artistik berkarakter kuat, elegan, dan mewakili generasi baru sinema!",Rahang tirus terpahat tajam; Rambut ikal ikonis; Sorot mata puitis romantis,Rambut ikal ikonis,/assets/celebs_cache/timothee_chalamet.jpg
celeb_0176,Pedro Pascal,Laki-laki,Aktor & Tokoh Film,Chili/AS 🇨🇱🇺🇸,Modern (1975-sekarang),"Aktor Favorit Global (The Mandalorian, The Last of Us)",Round / Soft,"Pedro Pascal (Aktor Favorit Global (The Mandalorian, The Last of Us)) menampilkan profil visual berkarakter dengan struktur wajah Round / Soft. Fokus pandangan ditandai oleh sorot mata penuh kebaikan, diselaraskan oleh alis tebal natural berkarakter maskulin dengan proporsi simetris. Pada area midface, tampak hidung mancung lurus klasik dengan garis tulang hidung tegas, berpadu serasi dengan senyum hangat pelindung. Garis bawah wajah dipertegas oleh dagu persegi kokoh dengan rahang menyudut tegas maskulin, disempurnakan oleh kumis ramah ikonik. Ciri khas yang paling menonjol pada penampilannya meliputi Kumis ramah ikonik.","aktor, aktor_tokoh_film, alis_maskulin, alis_natural, alis_tebal, asal_chili, dagu_persegi, favorit, global, hidung_lurus_klasik, hidung_mancung, kumis_ramah_ikonik, laki_laki, last, mandalorian, pascal, pedro, pedro_pascal, pria, rahang_kokoh, rahang_menyudut, senyum_hangat, senyum_hangat_pelindung, sorot_mata_penuh_kebaikan, the, wajah_round_soft",0.367,0.625,0.755,0.701,0.269,0.355,0.107,0.283,0.76,"Aura figur pelindung yang disayangi semua orang, hangat dan menyenangkan!",Senyum hangat pelindung; Kumis ramah ikonik; Sorot mata penuh kebaikan,Kumis ramah ikonik,/assets/celebs_cache/pedro_pascal.jpg
celeb_0177,Christian Bale,Laki-laki,Aktor & Tokoh Film,Inggris 🇬🇧,Modern (1974-sekarang),Aktor Peraih Oscar & Master Transformasi (The Dark Knight),Square / Angular,"Merepresentasikan figur Aktor Peraih Oscar & Master Transformasi (The Dark Knight), Christian Bale memiliki proporsi wajah Square / Angular yang harmonis. Karakteristik utamanya terpancar dari sorot mata dedikasi ekstrem berpadu dengan alis tebal natural berkarakter maskulin dengan proporsi simetris. Struktur hidung terlihat hidung mancung lurus klasik dengan garis tulang hidung tegas, berdampingan dengan bibir tegas berprinsip. Kontur rahang diperkuat oleh garis rahang kokoh intens dan disempurnakan oleh gaya rambut rapi teratur berkarakter maskulin klasik, mencerminkan identitas visual yang khas (Proporsi simetri wajah yang seimbang).","aktor, aktor_tokoh_film, alis_maskulin, alis_natural, alis_tebal, asal_inggris, bale, bibir_tegas_berprinsip, christian, christian_bale, dark, garis_rahang_kokoh_intens, hidung_lurus_klasik, hidung_mancung, knight, laki_laki, master, oscar, peraih, pria, proporsi_simetri_wajah_yang_seimbang, rambut_rapi_klasik, sorot_mata_dedikasi_ekstrem, the, transformasi, wajah_square_angular",0.381,0.647,0.802,0.736,0.274,0.326,0.097,0.331,0.41,Dedikasi transformasi fisik dan psikologis paling ekstrem dalam sejarah perfilman!,Garis rahang kokoh intens; Sorot mata dedikasi ekstrem; Bibir tegas berprinsip,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/christian_bale.jpg
celeb_0178,Matthew McConaughey,Laki-laki,Aktor & Tokoh Film,AS 🇺🇸,Modern (1969-sekarang),"Aktor Peraih Oscar (Interstellar, Dallas Buyers Club)",Oblong / Regal,"Dengan arsitektur wajah Oblong / Regal, Matthew McConaughey mengekspresikan aura Aktor Peraih Oscar (Interstellar, Dallas Buyers Club). Visual wajah menampilkan sorot mata filosofis hidup serta alis lurus mendatar (straight-brow) tegas maskulin. Keseimbangan fitur wajah terlihat dari hidung mancung tegas dengan batang hidung tinggi berwibawa dan bentuk senyum lebar penuh pesona selatan. Siluet wajah dibingkai oleh garis rahang atletis dengan tatanan gaya rambut rapi teratur berkarakter maskulin klasik, memberikan kesan autentik didukung oleh Proporsi simetri wajah yang seimbang.","aktor, aktor_tokoh_film, alis_lurus, alis_tegas, asal_as, buyers, club, dallas, garis_rahang_atletis, hidung_batang_tinggi, hidung_mancung, hidung_tegas, interstellar, laki_laki, matthew, matthew_mcconaughey, mcconaughey, oscar, peraih, pria, proporsi_simetri_wajah_yang_seimbang, rambut_rapi_klasik, senyum_lebar, senyum_lebar_penuh_pesona_selatan, sorot_mata_filosofis_hidup, wajah_oblong_regal",0.342,0.549,0.719,0.591,0.301,0.31,0.075,0.336,0.695,"Vibes 'Alright, alright, alright', filosofis santai dan daya pikat magnetis!",Senyum lebar penuh pesona selatan; Sorot mata filosofis hidup; Garis rahang atletis,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/matthew_mcconaughey.jpg
celeb_0179,Joaquin Phoenix,Laki-laki,Aktor & Tokoh Film,AS 🇺🇸,Modern (1974-sekarang),"Aktor Peraih Oscar (Joker, Gladiator)",Diamond / Chiseled,"Karakteristik visual Joaquin Phoenix (Aktor Peraih Oscar (Joker, Gladiator)) ditandai oleh geometri wajah Diamond / Chiseled. Penampilan diperkuat oleh sorot mata intens dramatis yang dipadukan dengan alis tebal natural berkarakter maskulin dengan proporsi simetris. Di bagian tengah wajah, terdapat hidung mancung lurus klasik dengan garis tulang hidung tegas yang selaras dengan bekas luka bibir unik berkarakter. Bagian bawah wajah menonjolkan pipi tirus tajam, dilengkapi oleh gaya rambut rapi teratur berkarakter maskulin klasik, serta diperkaya oleh sentuhan Proporsi simetri wajah yang seimbang.","aktor, aktor_tokoh_film, alis_maskulin, alis_natural, alis_tebal, asal_as, bekas_luka_bibir_unik_berkarakter, gladiator, hidung_lurus_klasik, hidung_mancung, joaquin, joaquin_phoenix, joker, laki_laki, oscar, peraih, phoenix, pipi_tirus_tajam, pria, proporsi_simetri_wajah_yang_seimbang, rambut_rapi_klasik, sorot_mata_intens_dramatis, wajah_diamond_chiseled",0.414,0.638,0.72,0.598,0.273,0.348,0.091,0.283,0.423,Kedalaman emosional mentah yang tak tertandingi dalam menghidupkan karakter kompleks!,Bekas luka bibir unik berkarakter; Sorot mata intens dramatis; Pipi tirus tajam,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/joaquin_phoenix.jpg
celeb_0180,Heath Ledger,Laki-laki,Aktor & Tokoh Film,Australia 🇦🇺,Modern (1979-2008),Aktor Legendaris Peraih Oscar (The Dark Knight),Square / Angular,"Menampilkan pesona autentik Heath Ledger (Aktor Legendaris Peraih Oscar (The Dark Knight)) dengan arsitektur wajah Square / Angular yang harmonis. Fokus pandangan ditandai oleh sorot mata artistik liar, diselaraskan oleh alis tebal natural berkarakter maskulin dengan proporsi simetris. Pada area midface, tampak hidung proporsional natural seimbang selaras dengan lebar cuping ideal, berpadu serasi dengan senyum karismatik bebas. Garis bawah wajah dipertegas oleh garis rahang maskulin hangat, disempurnakan oleh gaya rambut rapi teratur berkarakter maskulin klasik dengan ciri khas Proporsi simetri wajah yang seimbang.","aktor, aktor_tokoh_film, alis_maskulin, alis_natural, alis_tebal, asal_australia, dark, garis_rahang_maskulin_hangat, heath, heath_ledger, hidung_natural, hidung_proporsional, knight, laki_laki, ledger, legendaris, oscar, peraih, pria, proporsi_simetri_wajah_yang_seimbang, rambut_rapi_klasik, senyum_karismatik_bebas, sorot_mata_artistik_liar, the, wajah_square_angular",0.372,0.681,0.836,0.771,0.286,0.295,0.089,0.297,0.773,Ledakan bakat artistik mentah yang abadi dikenang dalam sejarah sinema dunia!,Senyum karismatik bebas; Sorot mata artistik liar; Garis rahang maskulin hangat,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/heath_ledger.jpg
celeb_0181,Johnny Depp,Laki-laki,Aktor & Tokoh Film,AS 🇺🇸,Modern (1963-sekarang),Aktor Ikonik Eksentrik (Pirates of the Caribbean),Diamond / Chiseled,"Johnny Depp (Aktor Ikonik Eksentrik (Pirates of the Caribbean)) menampilkan profil visual berkarakter dengan struktur wajah Diamond / Chiseled. Fokus pandangan ditandai oleh sorot mata eksentrik menawan, diselaraskan oleh alis tebal natural berkarakter maskulin dengan proporsi simetris. Pada area midface, tampak hidung mancung lurus klasik dengan garis tulang hidung tegas, berpadu serasi dengan bibir tipis proporsional dengan garis senyum tipis rileks dan proporsional. Garis bawah wajah dipertegas oleh tulang pipi tinggi legendaris, disempurnakan oleh kumis jenggot bohemian. Ciri khas yang paling menonjol pada penampilannya meliputi Kumis jenggot bohemian.","aktor, aktor_tokoh_film, alis_maskulin, alis_natural, alis_tebal, asal_as, bibir_tipis, caribbean, depp, eksentrik, hidung_lurus_klasik, hidung_mancung, ikonik, johnny, johnny_depp, kumis_jenggot_bohemian, laki_laki, pirates, pria, senyum_proporsional, senyum_tipis, sorot_mata_eksentrik_menawan, tulang_pipi_tinggi_legendaris, wajah_diamond_chiseled",0.392,0.624,0.726,0.605,0.253,0.294,0.103,0.309,0.533,Karakter eksentrik menawan dan tulang pipi paling berkarakter di Hollywood!,Tulang pipi tinggi legendaris; Kumis jenggot bohemian; Sorot mata eksentrik menawan,Kumis jenggot bohemian,/assets/celebs_cache/johnny_depp.jpg
celeb_0182,Hugh Jackman,Laki-laki,Aktor & Tokoh Film,Australia 🇦🇺,Modern (1968-sekarang),"Aktor Laga & Bintang Musikal (Wolverine, The Greatest Showman)",Square / Angular,"Merepresentasikan figur Aktor Laga & Bintang Musikal (Wolverine, The Greatest Showman), Hugh Jackman memiliki proporsi wajah Square / Angular yang harmonis. Karakteristik utamanya terpancar dari sorot mata ramah berenergi berpadu dengan alis lurus mendatar (straight-brow) tegas maskulin. Struktur hidung terlihat hidung proporsional natural seimbang selaras dengan lebar cuping ideal, berdampingan dengan senyum hangat panggung. Kontur rahang diperkuat oleh rahang kokoh maskulin dan disempurnakan oleh gaya rambut rapi teratur berkarakter maskulin klasik, mencerminkan identitas visual yang khas (Proporsi simetri wajah yang seimbang).","aktor, aktor_tokoh_film, alis_lurus, alis_tegas, asal_australia, bintang, greatest, hidung_natural, hidung_proporsional, hugh, hugh_jackman, jackman, laga, laki_laki, musikal, pria, proporsi_simetri_wajah_yang_seimbang, rahang_kokoh_maskulin, rambut_rapi_klasik, senyum_hangat, senyum_hangat_panggung, showman, sorot_mata_ramah_berenergi, wajah_square_angular, wolverine",0.382,0.684,0.812,0.767,0.294,0.328,0.074,0.302,0.83,Kombinasi langka ketangguhan aksi laga Wolverine dan keanggunan suara panggung Broadway!,Senyum hangat panggung; Rahang kokoh maskulin; Sorot mata ramah berenergi,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/hugh_jackman.jpg
celeb_0183,Henry Cavill,Laki-laki,Aktor & Tokoh Film,Inggris 🇬🇧,Modern (1983-sekarang),"Aktor Karismatik (Superman, The Witcher)",Square / Angular,"Dengan arsitektur wajah Square / Angular, Henry Cavill mengekspresikan aura Aktor Karismatik (Superman, The Witcher). Visual wajah menampilkan sorot mata biru berwibawa serta alis lurus mendatar (straight-brow) tegas maskulin. Keseimbangan fitur wajah terlihat dari hidung mancung lurus klasik dengan garis tulang hidung tegas dan bentuk bibir tipis proporsional dengan senyuman simpul hangat bersahaja yang bersahabat. Siluet wajah dibingkai oleh dagu terbelah klasik maskulin dengan tatanan gaya rambut rapi teratur berkarakter maskulin klasik, memberikan kesan autentik didukung oleh Rahang superhero terpahat.","aktor, aktor_tokoh_film, alis_lurus, alis_tegas, asal_inggris, bibir_tipis, cavill, dagu_terbelah_klasik_maskulin, henry, henry_cavill, hidung_lurus_klasik, hidung_mancung, karismatik, laki_laki, pria, rahang_superhero_terpahat, rambut_rapi_klasik, senyum_hangat, senyum_simpul, sorot_mata_biru_berwibawa, superman, wajah_square_angular, witcher",0.367,0.661,0.823,0.731,0.264,0.28,0.082,0.317,0.71,Proporsi ketampanan klasik superhero yang tampak keluar langsung dari buku komik!,Dagu terbelah klasik maskulin; Rahang superhero terpahat; Sorot mata biru berwibawa,Rahang superhero terpahat,/assets/celebs_cache/henry_cavill.jpg
celeb_0184,Tom Hardy,Laki-laki,Aktor & Tokoh Film,Inggris 🇬🇧,Modern (1977-sekarang),"Aktor Karakter Tangguh (Mad Max, Venom, Inception)",Round / Soft,"Karakteristik visual Tom Hardy (Aktor Karakter Tangguh (Mad Max, Venom, Inception)) ditandai oleh geometri wajah Round / Soft. Penampilan diperkuat oleh sorot mata intens liar yang dipadukan dengan alis tebal natural berkarakter maskulin dengan proporsi simetris. Di bagian tengah wajah, terdapat hidung mungil ramping proporsional dengan lekukan ujung halus natural yang selaras dengan bibir penuh ekspresif. Bagian bawah wajah menonjolkan rahang kokoh petarung, dilengkapi oleh gaya rambut rapi teratur berkarakter maskulin klasik, serta diperkaya oleh sentuhan Proporsi simetri wajah yang seimbang.","aktor, aktor_tokoh_film, alis_maskulin, alis_natural, alis_tebal, asal_inggris, bibir_penuh_ekspresif, hardy, hidung_halus, hidung_mungil, hidung_ramping, inception, karakter, laki_laki, mad, max, pria, proporsi_simetri_wajah_yang_seimbang, rahang_kokoh_petarung, rambut_rapi_klasik, sorot_mata_intens_liar, tangguh, tom, tom_hardy, venom, wajah_round_soft",0.383,0.624,0.711,0.676,0.243,0.381,0.095,0.311,0.55,"Karismatik tangguh, suara bariton khas, dan pembawaan layar yang sangat dominan!",Bibir penuh ekspresif; Rahang kokoh petarung; Sorot mata intens liar,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/tom_hardy.jpg
celeb_0185,Michael B. Jordan,Laki-laki,Aktor & Tokoh Film,AS 🇺🇸,Modern (1987-sekarang),"Aktor Laga & Sutradara (Creed, Black Panther)",Square / Angular,"Menampilkan pesona autentik Michael B. Jordan (Aktor Laga & Sutradara (Creed, Black Panther)) dengan arsitektur wajah Square / Angular yang harmonis. Fokus pandangan ditandai oleh sorot mata penuh tekad juara, diselaraskan oleh alis lurus mendatar (straight-brow) tegas maskulin. Pada area midface, tampak hidung mancung tegas dengan batang hidung tinggi berwibawa, berpadu serasi dengan senyum tampan memikat. Garis bawah wajah dipertegas oleh garis rahang atletis tajam, disempurnakan oleh gaya rambut rapi teratur berkarakter maskulin klasik dengan ciri khas Proporsi simetri wajah yang seimbang.","aktor, aktor_tokoh_film, alis_lurus, alis_tegas, asal_as, black, creed, garis_rahang_atletis_tajam, hidung_batang_tinggi, hidung_mancung, hidung_tegas, jordan, laga, laki_laki, michael, michael_b_jordan, panther, pria, proporsi_simetri_wajah_yang_seimbang, rambut_rapi_klasik, senyum_tampan_memikat, sorot_mata_penuh_tekad_juara, sutradara, wajah_square_angular",0.375,0.66,0.792,0.786,0.299,0.275,0.081,0.283,0.749,Karisma atletis juara tinju berpadu daya pikat senyum yang menawan!,Senyum tampan memikat; Garis rahang atletis tajam; Sorot mata penuh tekad juara,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/michael_b_jordan.jpg
